Class,LOC,NOM,RFC,CBO,DIT,MPC,LCOM5,LCOM2,NOC,CYCLO,DAC
net.sourceforge.atunes.kernel.modules.webservices.lyrics.engines.LyrDBEngineTest,2,0,0,0,0,0,0,0,0,0,0
net.sourceforge.atunes.kernel.modules.webservices.lyrics.engines.LyricWikiEngineTest,31,4,19,3,0,15,0,0,0,4,1
net.sourceforge.atunes.kernel.PlaybackStateListenersTest,21,2,7,3,0,5,0,0,0,2,4
net.sourceforge.atunes.kernel.PlayListEventListenersTest,44,5,17,6,0,12,0,0,0,5,3
net.sourceforge.atunes.kernel.StateChangeListenersTest,21,2,10,4,0,8,0,0,0,2,3
net.sourceforge.atunes.model.AbstractStateContextMock,80,22,22,4,2,0,0,0,1,22,0
net.sourceforge.atunes.model.AbstractStatePlayerMock,97,27,27,5,2,0,0,0,0,27,0
net.sourceforge.atunes.model.AbstractStateUIMock,141,39,39,13,2,0,0,0,0,39,0
net.sourceforge.atunes.model.AlbumTest,26,2,14,4,0,12,1,0.5,0,2,6
net.sourceforge.atunes.model.ArtistTest,28,2,20,4,0,18,0.6,0.3,0,2,5
net.sourceforge.atunes.model.BackgroundWorkerFactoryMock,6,1,2,4,1,1,0,0,0,1,0
net.sourceforge.atunes.model.BackgroundWorkerMock,56,8,13,10,1,5,0.857142857,0.75,0,13,4
net.sourceforge.atunes.model.FolderTest,43,4,30,5,0,26,0.444444444,0.333333333,0,4,6
net.sourceforge.atunes.model.LocalAudioObjectFilterTest,83,4,33,7,0,29,0,0,0,4,0
net.sourceforge.atunes.model.RankListTest,114,9,32,9,0,23,0.375,0.333333333,0,9,4
net.sourceforge.atunes.model.RankListTest.DummyObject,42,4,9,6,0,5,0.333333333,0.25,0,18,1
net.sourceforge.atunes.model.RepositoryTest,47,4,28,6,0,24,0.8,0.6,0,5,5
net.sourceforge.atunes.utils.CollectionUtilsTest,19,2,10,2,0,8,0,0,0,2,0
net.sourceforge.atunes.utils.CryptoUtilsTest,17,2,12,1,0,10,0.333333333,0.166666667,0,2,3
net.sourceforge.atunes.utils.JVMPropertiesTest,39,9,12,1,0,3,0,0,0,9,1
net.sourceforge.atunes.utils.PointedListTest,108,1,46,7,0,45,0,0,0,3,7
net.sourceforge.atunes.utils.StringUtilsTest,28,3,9,0,0,6,0,0,0,3,0
net.sourceforge.atunes.utils.TimeUtilsTest,30,3,7,0,0,4,0,0,0,3,0
